user_id,product_id,product_category,event_type,event_timestamp,price,user_location,device_type,quantity,coupon_used,user_age,user_gender,product_rating,product_stock_status,payment_method
U462,P269,Toys,add_to_cart,10-12-2024 12:31,225.73,Mumbai,Desktop,4,No,35-44,Other,4.99,In Stock,
U258,P158,Sports,add_to_cart,21-02-2025 02:02,944.86,Kolkata,Mobile,1,Yes,18-24,Female,2.94,Out of Stock,
U976,P906,Clothing,purchase,06-02-2025 10:13,316.23,Hyderabad,Mobile,3,No,18-24,Male,2.3,In Stock,UPI
U749,P472,Home,view,15-01-2025 14:06,613.29,Kolkata,Mobile,0,Yes,18-24,Male,1.4,Out of Stock,
U550,P165,Beauty,add_to_cart,14-02-2025 10:34,779.36,Delhi,Desktop,4,Yes,55+,Other,2.81,In Stock,
U815,P722,Toys,purchase,20-03-2025 07:28,488.98,Chennai,Desktop,1,No,35-44,Female,4.47,In Stock,Debit Card
U743,P93,Home,add_to_cart,11-02-2025 17:40,445.06,Mumbai,Tablet,3,No,18-24,Other,3.36,Out of Stock,
U887,P295,Beauty,purchase,18-12-2024 23:49,500.18,Delhi,Mobile,5,Yes,35-44,Male,4.47,Out of Stock,Credit Card
U963,P616,Electronics,view,15-02-2025 13:05,353.53,Bangalore,Desktop,0,Yes,55+,Male,1.58,In Stock,
U439,P181,Electronics,add_to_cart,07-05-2025 22:40,624.56,Hyderabad,Tablet,1,Yes,35-44,Female,3.8,Out of Stock,
U56,P495,Home,purchase,31-03-2025 23:29,611.38,Bangalore,Desktop,1,No,18-24,Other,2.79,In Stock,Cash
U711,P697,Beauty,view,28-03-2025 00:10,329.27,Mumbai,Desktop,0,Yes,45-54,Other,1.39,Out of Stock,
U682,P602,Electronics,view,12-12-2024 13:09,1014.99,Delhi,Desktop,0,Yes,18-24,Other,4.6,In Stock,
U404,P63,Toys,view,25-02-2025 22:01,914.85,Bangalore,Mobile,0,No,55+,Other,3.58,Out of Stock,
U870,P327,Beauty,add_to_cart,13-01-2025 03:39,689.67,Delhi,Desktop,1,No,18-24,Other,1.88,In Stock,
U982,P195,Clothing,purchase,02-02-2025 13:20,646.85,Hyderabad,Desktop,5,No,55+,Female,2.14,In Stock,Credit Card
U438,P207,Clothing,view,28-01-2025 02:35,730.37,Hyderabad,Mobile,0,No,25-34,Female,1.24,In Stock,
U66,P196,Toys,add_to_cart,30-04-2025 15:07,490.97,Pune,Mobile,4,No,18-24,Other,2.82,Out of Stock,
U243,P233,Home,purchase,29-01-2025 08:01,355.32,Bangalore,Mobile,3,Yes,35-44,Female,2,Out of Stock,Credit Card
U989,P433,Toys,add_to_cart,18-05-2025 03:11,803.33,Delhi,Mobile,5,No,35-44,Female,1.73,In Stock,
U597,P381,Clothing,purchase,12-01-2025 14:14,225.52,Bangalore,Mobile,4,No,55+,Male,2.08,Out of Stock,Credit Card
U35,P358,Toys,add_to_cart,27-01-2025 18:46,154.58,Delhi,Mobile,5,Yes,35-44,Female,2.52,Out of Stock,
U597,P390,Beauty,add_to_cart,10-01-2025 05:26,903.98,Delhi,Mobile,3,Yes,35-44,Male,2.03,Out of Stock,
U495,P798,Beauty,add_to_cart,21-02-2025 10:54,73.06,Kolkata,Tablet,2,No,45-54,Other,3.87,Out of Stock,
U861,P907,Home,add_to_cart,28-02-2025 15:08,460.68,Kolkata,Mobile,1,No,45-54,Other,4.82,Out of Stock,
U869,P359,Electronics,add_to_cart,16-12-2024 12:06,449.7,Hyderabad,Desktop,4,Yes,18-24,Female,3.47,In Stock,
U485,P128,Home,purchase,21-04-2025 09:25,441.04,Mumbai,Desktop,5,No,18-24,Male,3.52,Out of Stock,Credit Card
U40,P154,Toys,view,24-04-2025 04:17,645.98,Kolkata,Mobile,0,Yes,35-44,Female,2.24,Out of Stock,
U459,P879,Sports,view,12-04-2025 19:39,477.29,Delhi,Mobile,0,No,18-24,Female,2.65,Out of Stock,
U826,P437,Beauty,add_to_cart,03-01-2025 09:24,161.01,Pune,Tablet,2,No,55+,Male,3.22,Out of Stock,
U968,P68,Home,purchase,01-05-2025 04:53,148.26,Mumbai,Mobile,2,Yes,45-54,Other,2.13,In Stock,Credit Card
U21,P997,Toys,add_to_cart,04-01-2025 20:03,104.55,Bangalore,Tablet,3,Yes,18-24,Other,3.06,Out of Stock,
U286,P514,Books,view,14-03-2025 17:21,957.84,Pune,Tablet,0,Yes,45-54,Other,4.64,Out of Stock,
U677,P622,Clothing,add_to_cart,11-03-2025 21:45,1013.61,Delhi,Tablet,1,No,55+,Female,2.69,In Stock,
U100,P889,Electronics,add_to_cart,07-12-2024 04:23,502.68,Mumbai,Tablet,1,Yes,35-44,Other,3.71,In Stock,
U570,P211,Clothing,add_to_cart,13-12-2024 06:41,394.18,Hyderabad,Desktop,1,Yes,45-54,Other,1.3,Out of Stock,
U565,P23,Electronics,view,04-05-2025 14:59,1012.34,Kolkata,Desktop,0,Yes,55+,Male,2.09,In Stock,
U385,P882,Clothing,view,15-04-2025 09:21,886.98,Kolkata,Mobile,0,No,25-34,Female,1.25,In Stock,
U605,P618,Sports,view,04-05-2025 12:10,418.29,Kolkata,Tablet,0,Yes,55+,Other,3.12,Out of Stock,
U606,P414,Clothing,view,25-04-2025 17:35,110.78,Hyderabad,Mobile,0,No,18-24,Male,1.94,In Stock,
U653,P766,Home,view,11-04-2025 13:46,651.37,Kolkata,Mobile,0,Yes,55+,Other,3.37,In Stock,
U705,P30,Home,add_to_cart,28-05-2025 11:20,169.46,Hyderabad,Desktop,1,Yes,55+,Male,1.26,Out of Stock,
U322,P815,Clothing,add_to_cart,13-05-2025 06:31,868.9,Delhi,Desktop,1,Yes,45-54,Female,1.83,In Stock,
U462,P565,Books,view,18-03-2025 23:19,254.76,Chennai,Tablet,0,No,45-54,Other,4.76,In Stock,
U733,P754,Toys,purchase,07-12-2024 00:05,341.18,Kolkata,Mobile,5,Yes,18-24,Other,1.98,In Stock,Cash
U473,P434,Sports,purchase,05-12-2024 16:14,122.05,Chennai,Mobile,4,Yes,18-24,Female,2.05,In Stock,Net Banking
U598,P952,Toys,purchase,25-05-2025 15:44,171.05,Kolkata,Mobile,4,Yes,25-34,Female,3.56,Out of Stock,Debit Card
U7,P767,Sports,add_to_cart,04-02-2025 14:18,732.29,Bangalore,Mobile,2,Yes,35-44,Female,2.77,In Stock,
U410,P987,Sports,add_to_cart,18-05-2025 13:16,226.6,Kolkata,Tablet,2,No,25-34,Other,1.99,In Stock,
U87,P258,Clothing,view,17-01-2025 18:39,375.84,Hyderabad,Tablet,0,No,18-24,Female,4.86,Out of Stock,
U607,P244,Electronics,add_to_cart,20-03-2025 06:59,262.7,Chennai,Tablet,5,Yes,55+,Female,3.8,In Stock,
U534,P171,Beauty,view,08-03-2025 14:31,692.86,Mumbai,Mobile,0,No,45-54,Other,2.04,Out of Stock,
U580,P77,Electronics,view,13-01-2025 07:41,570.31,Delhi,Desktop,0,No,35-44,Male,3.13,In Stock,
U67,P946,Books,purchase,27-05-2025 09:40,745.09,Delhi,Tablet,4,Yes,25-34,Female,1.43,Out of Stock,Credit Card
U982,P343,Home,purchase,17-05-2025 18:39,755.73,Pune,Mobile,5,Yes,18-24,Other,1.91,Out of Stock,UPI
U183,P392,Toys,purchase,27-03-2025 08:46,398.22,Mumbai,Mobile,4,No,55+,Male,3.68,In Stock,Debit Card
U227,P225,Sports,purchase,02-05-2025 04:57,1024.08,Delhi,Mobile,5,Yes,25-34,Female,1.69,Out of Stock,UPI
U557,P188,Toys,add_to_cart,05-05-2025 16:19,370.76,Pune,Tablet,1,Yes,45-54,Male,1.17,Out of Stock,
U319,P461,Clothing,view,04-06-2025 03:01,298.8,Chennai,Tablet,0,Yes,55+,Male,2.63,In Stock,
U244,P74,Home,purchase,18-04-2025 03:18,845.48,Chennai,Desktop,4,Yes,18-24,Male,1.44,In Stock,Cash
U770,P528,Clothing,view,16-04-2025 06:45,719.55,Bangalore,Tablet,0,Yes,55+,Female,1.56,Out of Stock,
U616,P549,Home,purchase,10-05-2025 00:17,447.15,Hyderabad,Mobile,4,No,18-24,Other,4.33,Out of Stock,UPI
U648,P875,Home,view,29-04-2025 04:14,332.53,Delhi,Mobile,0,Yes,35-44,Other,2.46,Out of Stock,
U964,P749,Beauty,purchase,27-05-2025 03:28,585.83,Mumbai,Desktop,2,Yes,25-34,Female,3.9,Out of Stock,Cash
U223,P910,Electronics,purchase,02-05-2025 15:24,79.67,Bangalore,Desktop,5,Yes,25-34,Other,1.8,Out of Stock,Debit Card
U566,P548,Electronics,add_to_cart,01-04-2025 04:49,60.57,Delhi,Tablet,2,Yes,25-34,Female,1.47,In Stock,
U48,P57,Sports,add_to_cart,18-02-2025 16:13,260.97,Hyderabad,Desktop,4,Yes,35-44,Male,2.62,Out of Stock,
U402,P744,Sports,purchase,28-03-2025 01:09,857.66,Pune,Tablet,4,Yes,35-44,Other,4.07,Out of Stock,UPI
U639,P706,Books,add_to_cart,03-05-2025 13:28,662.23,Delhi,Tablet,2,Yes,35-44,Female,4.11,Out of Stock,
U303,P857,Toys,add_to_cart,16-12-2024 16:00,863.47,Mumbai,Mobile,2,No,55+,Female,1.93,In Stock,
U463,P758,Sports,view,07-01-2025 17:02,814.99,Mumbai,Mobile,0,No,25-34,Female,2.01,In Stock,
U36,P365,Toys,add_to_cart,26-12-2024 19:28,857.56,Hyderabad,Mobile,5,No,35-44,Other,3.93,Out of Stock,
U947,P243,Toys,purchase,26-04-2025 08:07,397.79,Chennai,Mobile,5,No,45-54,Female,4.75,Out of Stock,Cash
U67,P838,Toys,view,21-01-2025 00:25,813.79,Chennai,Tablet,0,No,55+,Male,4.78,In Stock,
U213,P894,Beauty,purchase,07-03-2025 14:25,864.03,Pune,Desktop,4,Yes,45-54,Other,2.99,In Stock,Cash
U982,P591,Clothing,add_to_cart,04-01-2025 16:47,611.35,Mumbai,Mobile,5,No,25-34,Female,4.08,In Stock,
U950,P516,Toys,view,01-03-2025 23:06,796.96,Hyderabad,Desktop,0,Yes,55+,Male,3.19,Out of Stock,
U755,P734,Books,add_to_cart,09-04-2025 21:47,175.79,Delhi,Mobile,3,Yes,55+,Other,2.82,In Stock,
U936,P860,Toys,add_to_cart,28-12-2024 15:12,371.66,Kolkata,Desktop,1,No,25-34,Female,1.65,Out of Stock,
U500,P997,Electronics,add_to_cart,07-02-2025 04:15,905.25,Chennai,Tablet,3,No,25-34,Male,2.76,Out of Stock,
U756,P733,Beauty,add_to_cart,06-01-2025 23:07,581.46,Delhi,Tablet,2,Yes,35-44,Male,1.46,Out of Stock,
U637,P251,Clothing,add_to_cart,01-05-2025 11:58,86.25,Mumbai,Desktop,5,Yes,18-24,Male,2.99,In Stock,
U136,P163,Clothing,add_to_cart,02-04-2025 12:48,207.77,Kolkata,Mobile,4,No,25-34,Other,4.51,Out of Stock,
U15,P871,Electronics,purchase,18-02-2025 03:16,80.92,Bangalore,Tablet,5,Yes,55+,Male,4.18,In Stock,Cash
U782,P77,Books,add_to_cart,27-05-2025 19:44,92.38,Delhi,Desktop,1,Yes,35-44,Male,4.94,Out of Stock,
U303,P245,Clothing,add_to_cart,10-03-2025 05:06,651.92,Pune,Mobile,3,Yes,18-24,Other,1.09,In Stock,
U910,P723,Books,view,21-05-2025 02:27,344.84,Chennai,Tablet,0,No,18-24,Male,3.03,In Stock,
U57,P992,Clothing,add_to_cart,26-01-2025 16:35,89.16,Mumbai,Mobile,1,Yes,55+,Male,1.33,Out of Stock,
U910,P752,Home,purchase,12-12-2024 00:42,125.41,Pune,Mobile,2,Yes,45-54,Female,3.47,Out of Stock,UPI
U985,P264,Books,add_to_cart,08-03-2025 22:52,504.65,Chennai,Mobile,3,No,25-34,Female,1.35,Out of Stock,
U269,P321,Beauty,purchase,09-04-2025 03:19,976.93,Chennai,Mobile,4,Yes,25-34,Male,2.86,In Stock,UPI
U452,P796,Clothing,add_to_cart,10-12-2024 19:46,460.71,Kolkata,Tablet,4,No,55+,Other,3.29,In Stock,
U986,P963,Beauty,purchase,10-03-2025 07:20,788.99,Pune,Tablet,4,Yes,35-44,Other,4.71,In Stock,Net Banking
U807,P15,Beauty,purchase,06-02-2025 17:49,927.87,Kolkata,Desktop,5,No,45-54,Male,1.51,In Stock,Credit Card
U186,P7,Beauty,view,15-05-2025 19:56,436.42,Bangalore,Mobile,0,No,18-24,Female,2.58,Out of Stock,
U120,P784,Beauty,purchase,11-05-2025 10:19,181.63,Pune,Tablet,4,No,55+,Male,3.99,Out of Stock,Debit Card
U655,P57,Sports,add_to_cart,25-03-2025 19:25,852.32,Chennai,Desktop,5,Yes,25-34,Female,3.51,Out of Stock,
U763,P580,Toys,view,27-04-2025 21:48,715.77,Hyderabad,Desktop,0,No,55+,Other,1.93,Out of Stock,
U644,P7,Clothing,add_to_cart,02-05-2025 04:34,934.69,Bangalore,Tablet,2,Yes,25-34,Other,4.55,Out of Stock,
U650,P40,Clothing,purchase,29-01-2025 19:00,441.29,Delhi,Tablet,5,No,55+,Other,2.42,Out of Stock,Credit Card
U984,P891,Clothing,purchase,19-05-2025 06:04,697.98,Chennai,Mobile,1,Yes,55+,Male,2.3,Out of Stock,Net Banking
U223,P514,Sports,view,23-01-2025 10:31,797.93,Kolkata,Mobile,0,Yes,18-24,Male,4.9,Out of Stock,
U861,P744,Beauty,add_to_cart,18-01-2025 05:04,105.65,Delhi,Desktop,3,Yes,55+,Other,4.71,Out of Stock,
U616,P358,Electronics,view,08-01-2025 13:17,476.71,Bangalore,Mobile,0,Yes,25-34,Male,1.81,Out of Stock,
U424,P422,Electronics,view,04-03-2025 10:06,507.18,Kolkata,Desktop,0,Yes,25-34,Other,1.72,Out of Stock,
U259,P585,Beauty,add_to_cart,17-05-2025 07:47,996.55,Kolkata,Tablet,2,No,18-24,Male,4.29,In Stock,
U409,P365,Toys,purchase,21-12-2024 23:06,678.08,Hyderabad,Desktop,4,No,25-34,Male,3.49,Out of Stock,Net Banking
U819,P530,Beauty,view,27-12-2024 06:04,876.77,Bangalore,Tablet,0,No,25-34,Male,2.59,Out of Stock,
U77,P293,Home,purchase,11-03-2025 07:45,798.18,Pune,Tablet,4,No,55+,Male,2.22,Out of Stock,Cash
U396,P998,Electronics,add_to_cart,08-02-2025 20:24,630.34,Delhi,Mobile,5,No,55+,Male,4.03,In Stock,
U287,P786,Electronics,purchase,22-12-2024 15:10,357.65,Delhi,Desktop,3,Yes,45-54,Female,3.39,In Stock,Cash
U156,P741,Books,add_to_cart,28-02-2025 10:42,376.97,Delhi,Tablet,3,No,35-44,Male,3.69,Out of Stock,
U490,P585,Sports,add_to_cart,03-06-2025 20:36,400.55,Pune,Tablet,4,No,35-44,Female,4.58,In Stock,
U863,P830,Books,purchase,17-04-2025 00:50,955.74,Bangalore,Tablet,2,No,25-34,Female,1.4,In Stock,Cash
U190,P208,Home,view,15-03-2025 12:14,421.29,Bangalore,Mobile,0,No,25-34,Male,1.02,Out of Stock,
U334,P79,Clothing,add_to_cart,04-03-2025 11:25,126.03,Hyderabad,Tablet,5,No,18-24,Male,2.54,Out of Stock,
U887,P58,Toys,view,05-03-2025 15:02,689.22,Mumbai,Tablet,0,Yes,45-54,Male,4.43,In Stock,
U524,P406,Sports,add_to_cart,10-02-2025 08:47,738.62,Chennai,Mobile,3,No,45-54,Male,4.5,In Stock,
U687,P602,Clothing,view,02-05-2025 02:36,59.08,Mumbai,Desktop,0,Yes,35-44,Other,3.49,Out of Stock,
U189,P359,Books,purchase,25-02-2025 01:11,522.92,Mumbai,Mobile,1,Yes,25-34,Male,4.34,Out of Stock,Cash
U183,P161,Toys,add_to_cart,29-04-2025 08:03,780.92,Chennai,Tablet,2,No,55+,Other,2.56,In Stock,
U528,P165,Clothing,purchase,30-01-2025 06:54,889.8,Delhi,Desktop,4,No,35-44,Other,4.53,In Stock,Credit Card
U760,P590,Home,view,26-12-2024 11:47,620.74,Hyderabad,Tablet,0,Yes,25-34,Female,3.36,Out of Stock,
U513,P850,Beauty,add_to_cart,08-02-2025 04:48,625.04,Kolkata,Desktop,1,No,25-34,Other,4.93,Out of Stock,
U923,P956,Electronics,add_to_cart,21-05-2025 18:03,151.23,Hyderabad,Desktop,4,Yes,45-54,Other,2.57,In Stock,
U667,P897,Books,add_to_cart,23-02-2025 20:41,200.45,Pune,Tablet,5,Yes,55+,Female,3.43,Out of Stock,
U259,P703,Sports,view,05-02-2025 16:38,196.72,Bangalore,Tablet,0,No,55+,Male,2.17,In Stock,
U996,P656,Electronics,purchase,19-04-2025 21:25,839.94,Mumbai,Desktop,3,Yes,55+,Female,2.79,In Stock,Net Banking
U515,P833,Electronics,purchase,31-05-2025 23:54,545.44,Mumbai,Desktop,1,No,35-44,Male,2.11,In Stock,Debit Card
U859,P758,Electronics,purchase,07-12-2024 03:10,53.27,Chennai,Tablet,5,No,35-44,Female,2.65,In Stock,Credit Card
U283,P388,Home,view,30-05-2025 17:02,697.48,Delhi,Tablet,0,Yes,25-34,Male,1.37,Out of Stock,
U540,P177,Beauty,purchase,30-03-2025 22:40,409.96,Kolkata,Desktop,3,No,25-34,Male,1.53,Out of Stock,Cash
U779,P654,Clothing,purchase,28-12-2024 07:38,584.21,Bangalore,Tablet,2,No,35-44,Other,2.3,Out of Stock,Net Banking
U591,P637,Sports,add_to_cart,06-02-2025 05:16,921.4,Delhi,Mobile,2,Yes,45-54,Male,3.89,In Stock,
U615,P173,Books,purchase,12-04-2025 23:47,568.65,Bangalore,Desktop,1,No,25-34,Male,1.56,Out of Stock,Cash
U516,P517,Clothing,view,23-02-2025 15:12,1041.75,Kolkata,Tablet,0,Yes,25-34,Male,3.66,In Stock,
U564,P975,Clothing,add_to_cart,12-02-2025 09:58,527.06,Kolkata,Mobile,5,No,25-34,Female,3.32,Out of Stock,
U749,P512,Electronics,add_to_cart,24-02-2025 16:45,138.27,Pune,Desktop,5,Yes,18-24,Female,1.6,In Stock,
U961,P645,Clothing,purchase,16-12-2024 01:11,934.19,Kolkata,Tablet,1,Yes,35-44,Other,2.09,Out of Stock,Debit Card
U24,P173,Books,purchase,28-02-2025 21:53,874.41,Chennai,Mobile,3,Yes,18-24,Other,3.86,In Stock,Cash
U155,P364,Sports,add_to_cart,13-01-2025 03:28,260.72,Kolkata,Mobile,3,Yes,18-24,Male,2.74,In Stock,
U828,P293,Clothing,add_to_cart,24-03-2025 07:04,419.08,Kolkata,Tablet,2,No,45-54,Female,1.48,Out of Stock,
U983,P151,Toys,view,26-03-2025 09:49,512.01,Hyderabad,Mobile,0,Yes,25-34,Male,3.37,In Stock,
U705,P387,Books,add_to_cart,27-05-2025 00:15,986.74,Delhi,Desktop,5,No,35-44,Other,1.22,In Stock,
U620,P601,Clothing,add_to_cart,14-12-2024 20:13,537.16,Mumbai,Tablet,4,No,25-34,Male,3.95,Out of Stock,
U974,P725,Home,view,30-05-2025 17:27,230.15,Hyderabad,Tablet,0,No,35-44,Other,2.83,In Stock,
U776,P760,Books,view,26-02-2025 14:57,713.76,Pune,Desktop,0,Yes,35-44,Other,2.35,Out of Stock,
U194,P948,Clothing,add_to_cart,27-03-2025 04:27,904.81,Chennai,Mobile,5,No,25-34,Female,3.1,In Stock,
U380,P566,Toys,add_to_cart,22-12-2024 09:38,337.99,Mumbai,Mobile,1,No,18-24,Other,4.88,In Stock,
U724,P465,Home,add_to_cart,25-04-2025 00:44,329.4,Pune,Desktop,5,No,55+,Other,3.15,Out of Stock,
U323,P170,Electronics,purchase,07-02-2025 10:23,113.9,Kolkata,Tablet,4,Yes,18-24,Other,4.8,Out of Stock,Debit Card
U983,P272,Home,view,27-03-2025 20:46,417.73,Chennai,Tablet,0,Yes,18-24,Other,2.78,In Stock,
U774,P553,Home,view,27-05-2025 21:22,922.92,Mumbai,Mobile,0,No,18-24,Female,3.08,Out of Stock,
U771,P787,Clothing,add_to_cart,12-12-2024 10:34,381.2,Hyderabad,Mobile,2,No,35-44,Female,2.38,Out of Stock,
U771,P185,Toys,view,11-02-2025 17:31,725.26,Pune,Desktop,0,No,45-54,Female,4.36,In Stock,
U576,P167,Electronics,add_to_cart,07-05-2025 16:09,825.84,Hyderabad,Tablet,4,Yes,25-34,Other,4.77,Out of Stock,
U65,P691,Toys,view,24-02-2025 23:03,444.84,Chennai,Mobile,0,Yes,35-44,Other,2.77,In Stock,
U433,P299,Home,add_to_cart,31-01-2025 09:44,476.62,Delhi,Tablet,4,Yes,18-24,Male,2.89,In Stock,
U421,P910,Toys,add_to_cart,20-01-2025 11:57,588.47,Chennai,Mobile,3,No,18-24,Male,1.68,In Stock,
U212,P203,Sports,purchase,23-12-2024 20:54,520.44,Bangalore,Tablet,4,No,25-34,Female,3.71,In Stock,Net Banking
U768,P825,Sports,purchase,18-01-2025 13:05,87.55,Pune,Desktop,1,Yes,35-44,Other,1.13,Out of Stock,Debit Card
U579,P422,Sports,purchase,14-02-2025 00:03,470.79,Delhi,Tablet,2,Yes,25-34,Other,1.78,In Stock,Net Banking
U197,P181,Clothing,purchase,24-03-2025 07:26,1026,Hyderabad,Desktop,3,Yes,18-24,Male,3.41,In Stock,Debit Card
U165,P712,Clothing,add_to_cart,09-04-2025 00:39,803.99,Mumbai,Tablet,3,Yes,55+,Female,3.6,In Stock,
U341,P488,Toys,purchase,27-02-2025 19:15,423.98,Hyderabad,Desktop,2,No,45-54,Male,4.21,In Stock,Debit Card
U580,P21,Sports,view,03-01-2025 02:20,429.68,Pune,Tablet,0,No,25-34,Other,2.95,Out of Stock,
U584,P902,Clothing,add_to_cart,30-03-2025 20:11,587.69,Delhi,Desktop,4,Yes,45-54,Female,4.45,In Stock,
U846,P357,Beauty,add_to_cart,18-03-2025 04:18,558.39,Delhi,Mobile,3,Yes,25-34,Other,4.86,Out of Stock,
U269,P323,Home,view,15-05-2025 01:22,127.53,Chennai,Mobile,0,No,18-24,Male,2.36,In Stock,
U357,P983,Electronics,add_to_cart,22-01-2025 21:43,387.86,Bangalore,Desktop,2,No,45-54,Female,3.32,Out of Stock,
U180,P120,Toys,purchase,11-01-2025 04:11,892.91,Mumbai,Desktop,4,Yes,45-54,Other,4.85,Out of Stock,Cash
U478,P407,Clothing,add_to_cart,29-03-2025 23:41,367.25,Pune,Mobile,4,No,45-54,Other,4.28,In Stock,
U10,P200,Home,add_to_cart,21-12-2024 13:30,610.41,Pune,Desktop,1,Yes,55+,Male,2.09,Out of Stock,
U205,P804,Electronics,add_to_cart,11-01-2025 21:55,440.65,Pune,Desktop,3,No,45-54,Other,4.88,Out of Stock,
U278,P966,Sports,add_to_cart,23-01-2025 12:22,57.02,Delhi,Tablet,4,Yes,35-44,Male,4.11,In Stock,
U916,P119,Sports,view,10-02-2025 16:14,198.74,Kolkata,Desktop,0,Yes,45-54,Female,1.52,In Stock,
U625,P761,Home,view,26-02-2025 05:32,884.38,Pune,Tablet,0,Yes,35-44,Male,4.34,In Stock,
U397,P166,Sports,purchase,30-01-2025 01:45,1010.22,Delhi,Desktop,1,Yes,45-54,Other,2.65,Out of Stock,UPI
U902,P422,Toys,view,24-04-2025 20:38,629.08,Kolkata,Desktop,0,No,55+,Other,1.38,In Stock,
U149,P496,Toys,view,14-12-2024 23:29,755.57,Kolkata,Desktop,0,Yes,35-44,Other,2.3,In Stock,
U504,P857,Home,purchase,10-02-2025 20:11,285.17,Hyderabad,Tablet,5,Yes,45-54,Other,1.1,In Stock,UPI
U691,P269,Beauty,purchase,17-02-2025 02:32,582.42,Bangalore,Desktop,5,Yes,55+,Other,2.92,In Stock,Net Banking
U8,P744,Beauty,add_to_cart,13-01-2025 02:32,566.96,Chennai,Tablet,3,No,35-44,Male,3,In Stock,
U344,P91,Electronics,purchase,06-12-2024 03:39,169.69,Pune,Tablet,2,No,35-44,Female,4.95,In Stock,Credit Card
U860,P61,Clothing,add_to_cart,01-02-2025 11:44,1013.69,Chennai,Mobile,4,No,35-44,Female,1.26,In Stock,
U421,P743,Sports,add_to_cart,18-02-2025 12:12,304.02,Pune,Desktop,3,Yes,18-24,Male,1.1,In Stock,
U118,P633,Sports,add_to_cart,15-01-2025 11:35,254.07,Bangalore,Mobile,3,Yes,35-44,Other,4.65,In Stock,
U360,P142,Clothing,view,04-02-2025 08:26,1025.45,Chennai,Tablet,0,No,25-34,Male,4.29,Out of Stock,
U200,P710,Home,view,30-05-2025 20:00,92.76,Mumbai,Tablet,0,No,18-24,Female,3.18,In Stock,
U32,P300,Books,purchase,13-03-2025 14:00,305.25,Chennai,Mobile,3,Yes,45-54,Female,3.56,In Stock,Credit Card
U996,P517,Sports,view,28-05-2025 00:28,327.75,Hyderabad,Tablet,0,No,55+,Other,2.24,In Stock,
U106,P354,Home,add_to_cart,05-05-2025 09:25,997.42,Mumbai,Mobile,5,Yes,18-24,Other,2.31,In Stock,
U339,P372,Clothing,add_to_cart,03-05-2025 12:17,202.13,Mumbai,Mobile,4,No,18-24,Female,1.22,In Stock,
U162,P175,Home,view,26-12-2024 09:33,475.25,Bangalore,Tablet,0,Yes,25-34,Male,2.18,In Stock,
U982,P731,Sports,add_to_cart,18-12-2024 19:18,488.57,Pune,Desktop,3,No,35-44,Male,4.63,In Stock,
U814,P218,Beauty,view,21-01-2025 02:11,615.68,Hyderabad,Tablet,0,No,45-54,Male,4.38,In Stock,
U685,P970,Sports,add_to_cart,26-01-2025 00:33,220.76,Delhi,Tablet,1,Yes,35-44,Other,3.6,Out of Stock,
U653,P872,Books,view,17-02-2025 10:11,680.14,Kolkata,Tablet,0,No,35-44,Other,2.7,In Stock,
U130,P334,Clothing,view,07-02-2025 22:08,180.67,Mumbai,Tablet,0,Yes,18-24,Male,1.14,In Stock,
U962,P294,Sports,view,27-01-2025 03:32,465.94,Chennai,Mobile,0,Yes,25-34,Other,1.35,Out of Stock,
U847,P714,Sports,add_to_cart,08-12-2024 14:55,411.69,Pune,Mobile,1,No,25-34,Male,4.55,Out of Stock,
U975,P750,Clothing,view,24-05-2025 22:55,919.19,Chennai,Desktop,0,No,45-54,Male,2.25,Out of Stock,
U575,P188,Books,add_to_cart,01-02-2025 19:33,502.43,Pune,Tablet,2,Yes,25-34,Female,3.87,Out of Stock,
U423,P496,Beauty,add_to_cart,07-01-2025 05:56,489,Chennai,Mobile,2,No,25-34,Other,1.45,In Stock,
U545,P700,Clothing,purchase,11-03-2025 08:20,590.74,Pune,Tablet,5,Yes,55+,Other,3.07,Out of Stock,Credit Card
U90,P180,Electronics,view,13-01-2025 00:56,711.06,Chennai,Tablet,0,Yes,25-34,Female,3.46,Out of Stock,
U519,P398,Beauty,view,14-05-2025 20:05,712.13,Delhi,Desktop,0,No,25-34,Male,4.57,Out of Stock,
U783,P812,Sports,add_to_cart,07-04-2025 02:18,492.28,Hyderabad,Desktop,1,No,55+,Other,4.51,Out of Stock,
U678,P20,Toys,purchase,15-05-2025 18:28,253.2,Mumbai,Mobile,1,No,55+,Male,4.91,Out of Stock,Net Banking
U823,P417,Electronics,purchase,21-02-2025 20:05,601.2,Mumbai,Mobile,5,Yes,25-34,Male,1.61,Out of Stock,Cash
U456,P355,Books,add_to_cart,22-03-2025 19:15,373.45,Hyderabad,Tablet,2,No,55+,Female,2.58,In Stock,
U38,P99,Beauty,purchase,13-01-2025 22:37,580.68,Delhi,Tablet,3,No,35-44,Male,2.08,In Stock,UPI
U721,P721,Electronics,view,18-03-2025 09:37,660.1,Kolkata,Desktop,0,Yes,25-34,Male,4.71,In Stock,
U139,P417,Books,view,08-05-2025 12:29,706.06,Hyderabad,Desktop,0,No,18-24,Other,4.09,In Stock,
U215,P500,Beauty,add_to_cart,14-12-2024 02:19,739.96,Kolkata,Mobile,3,No,25-34,Other,3.3,Out of Stock,
U476,P71,Books,purchase,06-05-2025 03:53,504.29,Delhi,Desktop,4,Yes,18-24,Other,4.29,Out of Stock,Net Banking
